GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G21528,0.0258133290516442,AT1G21528,1,-1,protein_coding,na
AT1G78360,0.0249508530320258,ATGSTU21,1,-1,protein_coding,na
AT2G42140,0.0247710505014016,AT2G42140,2,-1,protein_coding,na
AT1G68238,0.0216638881952943,AT1G68238,1,1,protein_coding,na
AT3G28580,0.0182219058978473,AT3G28580,3,1,protein_coding,na
AT3G16860,0.0179813643523383,COBL8,3,-1,protein_coding,na
AT2G14846,0.0173328909400044,AT2G14846,2,1,protein_coding,na
AT3G56790,0.0132967326122149,AT3G56790,3,-1,protein_coding,na
AT5G39720,0.0124096726329347,AIG2L,5,1,protein_coding,na
AT5G06905,0.0119854299688028,CYP712A2,5,-1,protein_coding,na
AT2G27080,0.0110241817460007,AT2G27080,2,1,protein_coding,na
AT3G46190,0.0110000928986322,AT3G46190,3,1,protein_coding,na
AT5G41109,0.010249989247106,AT5G41109,5,-1,protein_coding,na
AT5G42380,0.00995978544029985,CML39,5,-1,protein_coding,na
AT1G09930,0.00994751728418556,ATOPT2,1,-1,protein_coding,na
AT2G13422,0.00936276130826595,AT2G13422,2,1,protein_coding,na
AT2G07280,0.00920763744617792,AT2G07280,2,1,protein_coding,na
AT3G09922,0.00880389338651809,IPS1,3,1,protein_coding,na
AT2G05510,0.00837559855040491,AT2G05510,2,1,protein_coding,na
AT2G04190,0.00833042296158227,AT2G04190,2,-1,protein_coding,na
AT2G24720,0.00796648586603686,ATGLR2.2,2,-1,protein_coding,na
AT1G65484,0.00773292456453407,AT1G65484,1,1,protein_coding,na
AT5G17350,0.00759106686699141,AT5G17350,5,1,protein_coding,na
AT5G22250,0.00751168915183217,AT5G22250,5,-1,protein_coding,na
AT4G20220,0.0074983340656803,AT4G20220,4,1,protein_coding,na
AT2G27270,0.00735343623723494,AT2G27270,2,1,protein_coding,na
AT1G54950,0.00685845841504881,AT1G54950,1,-1,protein_coding,na
AT5G06900,0.00662260195922546,CYP93D1,5,-1,protein_coding,na
AT3G14340,0.00654256512345335,AT3G14340,3,1,protein_coding,na
AT1G27730,0.00653313853601273,STZ,1,-1,transcription_factor,C2H2
AT4G25490,0.00603613612857062,CBF1,4,-1,transcription_factor,AP2-EREBP
AT2G31082,0.00597052478304161,CLE7,2,1,protein_coding,na
AT3G60090,0.00541427577599733,AT3G60090,3,1,protein_coding,na
AT4G25470,0.00541317032333175,CBF2,4,-1,transcription_factor,AP2-EREBP
AT2G47950,0.00525755692082099,AT2G47950,2,1,protein_coding,na
AT1G13500,0.00517357235408345,AT1G13500,1,-1,protein_coding,na
AT2G46880,0.00510336111999399,ATPAP14,2,-1,protein_coding,na
AT4G27654,0.00491207941676392,AT4G27654,4,1,protein_coding,na
AT1G08090,0.00477526993786365,ATNRT2:1,1,1,protein_coding,na
AT1G21323,0.00461838400780817,AT1G21323,1,1,protein_coding,na
AT3G06870,0.00460190037910851,AT3G06870,3,-1,protein_coding,na
AT5G28610,0.00442248021460048,AT5G28610,5,1,protein_coding,na
AT3G44260,0.00426287130158868,AT3G44260,3,-1,protein_coding,na
AT5G03435,0.00403924452718974,AT5G03435,5,-1,protein_coding,na
AT1G61340,0.0039721336758218,AT1G61340,1,1,protein_coding,na
AT5G05598,0.00388653304276006,AT5G05598,5,1,protein_coding,na
AT1G66930,0.00381424855183348,AT1G66930,1,1,protein_coding,na
AT1G05850,0.00352645317312939,POM1,1,-1,protein_coding,na
AT1G65680,0.00343242837886362,ATEXPB2,1,1,protein_coding,na
AT3G47790,0.00341187522236282,ATATH7,3,1,protein_coding,na
AT2G30020,0.00335464119552273,AT2G30020,2,1,protein_coding,na
AT5G16940,0.0033278858448195,AT5G16940,5,-1,protein_coding,na
AT1G19040,0.00332547555785192,AT1G19040,1,1,protein_coding,na
AT3G02840,0.00326134893389064,AT3G02840,3,1,protein_coding,na
AT3G28710,0.00324859267804654,AT3G28710,3,-1,protein_coding,na
AT3G03670,0.00316571992507747,AT3G03670,3,-1,protein_coding,na
AT4G18335,0.00303158280054374,AT4G18335,4,1,protein_coding,na
AT2G05580,0.00295961772152215,AT2G05580,2,1,protein_coding,na
AT1G13480,0.00288309849186147,AT1G13480,1,-1,protein_coding,na
AT4G20000,0.00287145658041376,AT4G20000,4,1,protein_coding,na
AT3G24315,0.00281047431856214,AtSec20,3,-1,protein_coding,na
AT4G22750,0.00276995500446697,AT4G22750,4,-1,protein_coding,na
AT1G09950,0.00276778303513505,RAS1,1,-1,protein_coding,na
AT1G63030,0.00273924333202693,ddf2,1,-1,transcription_factor,AP2-EREBP
AT3G45960,0.00271485962779596,ATEXLA3,3,1,protein_coding,na
AT4G29120,0.00270015918589795,AT4G29120,4,1,protein_coding,na
AT5G39100,0.00265429174089956,GLP6,5,-1,protein_coding,na
AT2G24130,0.00264999303405553,AT2G24130,2,1,protein_coding,na
AT5G13240,0.00251593932784313,AT5G13240,5,-1,protein_coding,na
AT1G18460,0.00249481107647792,AT1G18460,1,1,protein_coding,na
AT2G29900,0.00241555658267127,PS2,2,1,protein_coding,na
AT3G05690,0.0024097596180691,UNE8,3,-1,transcription_factor,CCAAT-HAP2
AT5G20790,0.00240119643446383,AT5G20790,5,-1,protein_coding,na
AT4G30662,0.00239042796036163,AT4G30662,4,-1,protein_coding,na
AT3G25240,0.00238094375713998,AT3G25240,3,1,protein_coding,na
AT2G21400,0.00234461978351728,SRS3,2,1,transcription_factor,C2H2
AT1G13080,0.00230315125611968,CYP71B2,1,1,protein_coding,na
AT1G70800,0.0021849057118345,AT1G70800,1,1,protein_coding,na
AT4G28405,0.0021424544017884,AT4G28405,4,-1,protein_coding,na
AT3G04640,0.00209518852007394,AT3G04640,3,-1,protein_coding,na
AT4G36710,0.00209450484073473,AT4G36710,4,1,transcription_factor,GRAS
AT1G29260,0.00207800638532388,PEX7,1,1,protein_coding,na
AT1G11050,0.00204895043844405,AT1G11050,1,1,protein_coding,na
AT5G24220,0.00199610201197714,AT5G24220,5,1,protein_coding,na
AT3G26640,0.00198156746137227,LWD2,3,1,protein_coding,na
AT1G78890,0.0019645857878246,AT1G78890,1,1,protein_coding,na
AT4G21840,0.00194885053096414,ATMSRB8,4,-1,protein_coding,na
AT1G07480,0.00193128947919079,AT1G07480,1,-1,protein_coding,na
AT3G28140,0.00192845030207827,AT3G28140,3,1,protein_coding,na
AT2G31180,0.00184632015900363,ATMYB14,2,-1,transcription_factor,MYB
AT1G73680,0.00184552643041663,ALPHADOX2,1,-1,protein_coding,na
AT2G35690,0.00184543125585425,ACX5,2,1,protein_coding,na
AT3G21590,0.00184417026732057,AT3G21590,3,-1,protein_coding,na
AT3G57790,0.00183921224514602,AT3G57790,3,-1,protein_coding,na
AT1G56250,0.00180221504187285,AtPP2-B14,1,-1,protein_coding,na
AT4G20870,0.00179775705351503,FAH2,4,-1,protein_coding,na
AT1G07020,0.00179717863647275,AT1G07020,1,-1,protein_coding,na
AT4G33450,0.00178497095128668,ATMYB69,4,-1,transcription_factor,MYB
AT3G28715,0.00175045210326405,AT3G28715,3,1,protein_coding,na
AT4G08455,0.00174525738291415,AT4G08455,4,1,protein_coding,na
AT4G24570,0.00172819717740988,DIC2,4,1,protein_coding,na
AT4G13820,0.00172431600911074,AT4G13820,4,-1,protein_coding,na
AT3G29430,0.00169556765339519,AT3G29430,3,1,protein_coding,na
AT4G23340,0.00168928198304167,AT4G23340,4,-1,protein_coding,na
AT4G22950,0.00168899595241233,AGL19,4,-1,transcription_factor,MADS
AT1G18300,0.00168516049825305,atnudt4,1,1,protein_coding,na
AT1G67150,0.00168290369817994,AT1G67150,1,1,protein_coding,na
AT1G24388,0.00167949406233366,AT1G24388,1,-1,protein_coding,na
AT3G62560,0.00167775555027346,AT3G62560,3,1,protein_coding,na
AT4G13460,0.00167619265690993,SDG22,4,-1,protein_coding,na
AT5G28510,0.00167517952795152,BGLU24,5,-1,protein_coding,na
AT4G14580,0.00166735153605123,CIPK4,4,-1,protein_coding,na
AT4G05160,0.00166636373799054,AT4G05160,4,1,protein_coding,na
AT5G37930,0.00164449564588324,AT5G37930,5,-1,protein_coding,na
AT3G62260,0.0016416618412535,AT3G62260,3,-1,protein_coding,na
AT3G54020,0.00163945455650225,AtIPCS1,3,1,protein_coding,na
AT2G26480,0.00162259715900629,UGT76D1,2,1,protein_coding,na
AT1G30200,0.00161639307442501,AT1G30200,1,1,protein_coding,na
AT5G20470,0.00155137578232655,AT5G20470,5,-1,protein_coding,na
AT3G49744,0.00153066496880289,AT3G49744,3,-1,protein_coding,na
AT3G26820,0.00152974520410044,AT3G26820,3,1,protein_coding,na
AT3G23250,0.00151736377353082,MYB15,3,1,transcription_factor,MYB
AT3G29000,0.00150342054531801,AT3G29000,3,1,protein_coding,na
AT4G31875,0.0014998433576178,AT4G31875,4,-1,protein_coding,na
AT3G55260,0.00147288624625891,HEXO1,3,1,protein_coding,na
AT1G12820,0.00146105819055581,AFB3,1,-1,protein_coding,na
AT3G13700,0.0014538833678134,AT3G13700,3,-1,protein_coding,na
AT1G18330,0.00144843890661768,EPR1,1,-1,transcription_factor,MYB-related
AT1G26920,0.00143855921098271,AT1G26920,1,1,protein_coding,na
AT4G13480,0.001423985012315,AtMYB79,4,1,transcription_factor,MYB
AT3G10930,0.00140887792974651,AT3G10930,3,-1,protein_coding,na
AT3G09180,0.00139385245660668,AT3G09180,3,1,protein_coding,na
AT3G23530,0.00135269189305029,AT3G23530,3,1,protein_coding,na
AT1G60430,0.0013468510480281,ARPC3,1,-1,protein_coding,na
AT1G47056,0.00134675995765031,VFB1,1,-1,protein_coding,na
AT4G16330,0.00134022163411256,AT4G16330,4,-1,protein_coding,na
AT1G33870,0.00132894724253084,AT1G33870,1,-1,protein_coding,na
AT5G11590,0.0013263490491053,TINY2,5,-1,transcription_factor,AP2-EREBP
AT2G14580,0.00131994935295019,ATPRB1,2,-1,protein_coding,na
AT5G43620,0.00131926712326456,AT5G43620,5,1,transcription_factor,C2H2
AT2G41640,0.00131734339110164,AT2G41640,2,1,protein_coding,na
AT4G02210,0.00131336263187663,AT4G02210,4,-1,protein_coding,na
AT1G05760,0.00131229016041353,RTM1,1,-1,protein_coding,na
AT2G15240,0.00130767755628905,AT2G15240,2,-1,protein_coding,na
AT2G19340,0.00128487139211025,AT2G19340,2,-1,protein_coding,na
AT4G11150,0.00128292937770598,TUF,4,1,protein_coding,na
AT1G64550,0.00128143950348795,ATGCN3,1,1,protein_coding,na
AT3G05080,0.00127586279024886,AT3G05080,3,1,protein_coding,na
AT3G08930,0.00126809504191789,AT3G08930,3,1,protein_coding,na
AT1G65720,0.00125153819051275,AT1G65720,1,-1,protein_coding,na
AT3G44840,0.00124649649169718,AT3G44840,3,-1,protein_coding,na
AT5G16570,0.00124303380106388,GLN1;4,5,-1,protein_coding,na
AT1G52790,0.00123694440565485,AT1G52790,1,-1,protein_coding,na
AT5G10860,0.00123319064226067,AT5G10860,5,-1,protein_coding,na
AT1G62040,0.00123164778012974,ATG8C,1,1,protein_coding,na
AT1G28370,0.00123150731898502,ERF11,1,-1,transcription_factor,AP2-EREBP
AT1G27540,0.00123121827844125,AT1G27540,1,-1,protein_coding,na
AT4G37020,0.00122436681115575,AT4G37020,4,1,protein_coding,na
AT2G16510,0.00122361267686815,AT2G16510,2,-1,protein_coding,na
AT1G62975,0.00121779430827912,AT1G62975,1,1,transcription_factor,bHLH
AT3G11530,0.00121751724375314,AT3G11530,3,-1,protein_coding,na
AT5G22170,0.00121199747150836,AT5G22170,5,1,protein_coding,na
AT2G31690,0.0012016636823833,AT2G31690,2,-1,protein_coding,na
AT3G07195,0.0011991181730956,AT3G07195,3,1,protein_coding,na
AT4G11880,0.00119637792050408,AGL14,4,1,transcription_factor,MADS
AT5G28050,0.00119359910057263,AT5G28050,5,-1,protein_coding,na
AT3G08890,0.0011927091768778,AT3G08890,3,1,protein_coding,na
AT3G10760,0.00118554116838976,AT3G10760,3,1,transcription_factor,G2-like
AT3G57340,0.00118239122624542,AT3G57340,3,1,protein_coding,na
AT1G22690,0.00118028616377748,AT1G22690,1,1,protein_coding,na
AT4G13885,0.00117327273810457,AT4G13885,4,-1,protein_coding,na
AT3G52290,0.00117002878756429,IQD3,3,1,protein_coding,na
AT1G31812,0.00116996223050022,ACBP6,1,-1,protein_coding,na
AT1G15700,0.00116556484589154,ATPC2,1,-1,protein_coding,na
AT4G11480,0.00116485073178269,CRK32,4,1,protein_coding,na
AT1G66900,0.00116047486085587,AT1G66900,1,1,protein_coding,na
AT1G65320,0.00115841566180392,AT1G65320,1,-1,protein_coding,na
AT2G26800,0.00115356114491953,AT2G26800,2,-1,protein_coding,na
AT1G64850,0.00114776187900823,AT1G64850,1,-1,protein_coding,na
AT1G58320,0.00114065581891983,AT1G58320,1,-1,protein_coding,na
AT1G50750,0.00113367457985289,AT1G50750,1,-1,protein_coding,na
AT4G36000,0.00113045741321479,AT4G36000,4,-1,protein_coding,na
AT1G23110,0.00112914297610649,AT1G23110,1,-1,protein_coding,na
AT5G42190,0.0011180434448273,ASK2,5,-1,protein_coding,na
AT1G65590,0.00110901952289784,HEXO3,1,1,protein_coding,na
AT1G51915,0.00110427460944223,AT1G51915,1,1,protein_coding,na
AT3G50500,0.00109958325818908,SNRK2.2,3,-1,protein_coding,na
AT4G38090,0.00109537225128622,AT4G38090,4,-1,protein_coding,na
AT2G21410,0.00109208326204202,VHA-A2,2,1,protein_coding,na
AT1G14780,0.00108946835460548,AT1G14780,1,1,protein_coding,na
AT1G59830,0.00108706210937252,PP2A-1,1,-1,protein_coding,na
AT4G28860,0.00108245227913377,ckl4,4,1,protein_coding,na
AT1G65040,0.0010814872527417,AT1G65040,1,-1,transcription_factor,C3H
AT1G54680,0.00108102972328773,AT1G54680,1,1,protein_coding,na
AT2G41010,0.00107822093495809,ATCAMBP25,2,-1,protein_coding,na
AT1G76040,0.00107779220287826,CPK29,1,1,protein_coding,na
AT3G10360,0.00107650052683036,APUM4,3,-1,protein_coding,na
AT3G46290,0.00107419089634034,HERK1,3,1,protein_coding,na
AT1G21210,0.00107053260816447,WAK4,1,1,protein_coding,na
AT1G67110,0.00106979481705509,CYP735A2,1,-1,protein_coding,na
AT2G23348,0.00105772922296483,AT2G23348,2,-1,protein_coding,na
AT4G37060,0.00105686941577274,PLP5,4,-1,protein_coding,na
AT1G19110,0.00105196652042071,AT1G19110,1,1,protein_coding,na
AT5G05950,0.00105048578827723,MEE60,5,1,protein_coding,na
AT3G16190,0.00105042400395553,AT3G16190,3,-1,protein_coding,na
AT3G55790,0.00104564951186835,AT3G55790,3,1,protein_coding,na
AT4G11340,0.00104252705958704,AT4G11340,4,-1,protein_coding,na
AT2G40420,0.00104085215017066,AT2G40420,2,1,protein_coding,na
AT3G56020,0.0010402980135122,AT3G56020,3,-1,protein_coding,na
AT1G02816,0.00103441501423644,AT1G02816,1,1,protein_coding,na
AT1G61790,0.00103354016151608,AT1G61790,1,1,protein_coding,na
AT4G26050,0.0010332932760239,PIRL8,4,1,protein_coding,na
AT3G63040,0.00102874288067496,AT3G63040,3,-1,protein_coding,na
AT1G29810,0.0010203932538305,AT1G29810,1,-1,protein_coding,na
AT2G27350,0.00101974279233731,AT2G27350,2,-1,protein_coding,na
AT1G59520,0.00101513487793983,CW7,1,1,protein_coding,na
AT3G63360,0.00101416810716132,AT3G63360,3,-1,protein_coding,na
AT5G28630,0.0010125310783381,AT5G28630,5,1,protein_coding,na
AT1G05780,0.0010078220118514,AT1G05780,1,1,protein_coding,na
AT5G20030,0.00100694295495198,AT5G20030,5,-1,protein_coding,na
AT3G32030,0.00100532386436758,AT3G32030,3,-1,protein_coding,na
AT2G07050,0.00100474288822831,CAS1,2,1,protein_coding,na
AT2G21540,0.00100366826135173,SFH3,2,-1,protein_coding,na
AT3G01150,0.00100223102542328,PTB,3,1,protein_coding,na
AT2G38830,0.00100170495013675,AT2G38830,2,1,protein_coding,na
AT1G02440,0.0010004766543677,ATARFD1A,1,-1,protein_coding,na
AT1G02700,0.000998128483682224,AT1G02700,1,1,protein_coding,na
AT3G60340,0.000997490294179376,AT3G60340,3,1,protein_coding,na
AT2G27480,0.00099516639580415,AT2G27480,2,1,protein_coding,na
AT1G06060,0.000994355474451245,AT1G06060,1,1,protein_coding,na
AT2G03330,0.000990753662241696,AT2G03330,2,1,protein_coding,na
AT1G67050,0.000986743952395328,AT1G67050,1,-1,protein_coding,na
AT3G07300,0.000985161230907014,AT3G07300,3,-1,protein_coding,na
AT2G39750,0.000983593101351319,AT2G39750,2,-1,protein_coding,na
AT3G03860,0.000982200292300089,ATAPRL5,3,1,protein_coding,na
AT1G76030,0.000981899478107996,AT1G76030,1,1,protein_coding,na
AT4G20410,0.000981231413282368,GSNAP,4,-1,protein_coding,na
AT1G67790,0.000979160099995267,AT1G67790,1,-1,protein_coding,na
AT1G79770,0.000977228694394424,AT1G79770,1,1,protein_coding,na
AT3G44310,0.000977075900249497,NIT1,3,1,protein_coding,na
AT5G03340,0.000976912428472106,AT5G03340,5,-1,protein_coding,na
AT3G56470,0.000976708030288338,AT3G56470,3,1,protein_coding,na
AT3G03180,0.000971445501525871,AT3G03180,3,1,protein_coding,na
AT2G25460,0.00096942452351471,AT2G25460,2,-1,protein_coding,na
AT1G55090,0.0009612626450748,AT1G55090,1,1,protein_coding,na
AT5G28442,0.000960755094026375,AT5G28442,5,-1,protein_coding,na
AT4G18380,0.000958162439196608,AT4G18380,4,1,protein_coding,na
AT3G61180,0.00095770140272234,AT3G61180,3,1,protein_coding,na
AT3G56840,0.00095608362405394,AT3G56840,3,1,protein_coding,na
AT1G07230,0.00095517448088356,NPC1,1,-1,protein_coding,na
AT3G25717,0.0009512638458239,RTFL16,3,-1,protein_coding,na
AT2G44480,0.000949766397135342,BGLU17,2,1,protein_coding,na
AT3G13840,0.000949262591273076,AT3G13840,3,-1,transcription_factor,GRAS
AT1G31300,0.000948406367401788,AT1G31300,1,1,protein_coding,na
AT4G34410,0.000948288092267572,RRTF1,4,1,transcription_factor,AP2-EREBP
AT1G09420,0.000946014303064703,G6PD4,1,-1,protein_coding,na
AT4G11460,0.000943509585256873,CRK30,4,1,protein_coding,na
AT1G51350,0.000938307387077066,AT1G51350,1,1,protein_coding,na
AT2G44340,0.000937550627148076,AT2G44340,2,1,protein_coding,na
AT4G25410,0.000936813616130838,AT4G25410,4,1,transcription_factor,bHLH
AT4G35790,0.000932167158673185,ATPLDDELTA,4,-1,protein_coding,na
AT5G27440,0.000928243364272194,AT5G27440,5,-1,protein_coding,na
AT2G43930,0.000926990369281099,AT2G43930,2,1,protein_coding,na
AT4G02370,0.00092280521133088,AT4G02370,4,1,protein_coding,na
AT5G11070,0.000921376289092237,AT5G11070,5,-1,protein_coding,na
AT1G07350,0.00091932639750582,AT1G07350,1,-1,protein_coding,na
AT2G18876,0.00091855499175954,AT2G18876,2,1,protein_coding,na
AT2G18560,0.000917699564867973,AT2G18560,2,1,protein_coding,na
AT5G05710,0.000917056134986706,AT5G05710,5,1,protein_coding,na
AT3G13404,0.000912113891569497,AT3G13404,3,-1,protein_coding,na
AT2G20150,0.000907327910326307,AT2G20150,2,1,protein_coding,na
AT3G20360,0.000907157950843473,AT3G20360,3,-1,protein_coding,na
AT2G04550,0.000905185662487698,IBR5,2,1,protein_coding,na
AT1G33440,0.000904875895848822,AT1G33440,1,-1,protein_coding,na
AT5G17840,0.00089952320563896,AT5G17840,5,-1,protein_coding,na
AT4G37330,0.000899320283425709,CYP81D4,4,-1,protein_coding,na
AT3G11770,0.000899132860502446,AT3G11770,3,-1,protein_coding,na
AT2G29640,0.000897469574177645,JOSL,2,1,protein_coding,na
AT1G17120,0.000897112567481398,CAT8,1,1,protein_coding,na
AT1G58070,0.000894788311530427,AT1G58070,1,1,protein_coding,na
AT1G63855,0.000894424270427882,AT1G63855,1,-1,protein_coding,na
AT5G20350,0.000892947929150097,TIP1,5,1,protein_coding,na
AT1G66500,0.000891248312617544,AT1G66500,1,-1,transcription_factor,C2H2
AT4G27652,0.00089021148782512,AT4G27652,4,1,protein_coding,na
AT3G49870,0.000889909441260265,ATARLA1C,3,-1,protein_coding,na
AT4G34780,0.000889649150387279,AT4G34780,4,-1,protein_coding,na
AT2G31081,0.000889473082491033,CLE4,2,1,protein_coding,na
AT5G24340,0.000887754251805143,AT5G24340,5,1,protein_coding,na
AT3G29410,0.000886621542204351,AT3G29410,3,-1,protein_coding,na
AT2G24430,0.000886484266830206,ANAC038,2,-1,transcription_factor,NAC
AT2G35290,0.000886461458985209,AT2G35290,2,-1,protein_coding,na
AT5G01460,0.00088639576805877,AT5G01460,5,1,protein_coding,na
AT3G26616,0.000885165891048019,AT3G26616,3,-1,protein_coding,na
AT2G24420,0.000884653881733512,AT2G24420,2,1,protein_coding,na
AT2G18260,0.000884372927762901,SYP112,2,1,protein_coding,na
AT4G27740,0.000883610481395527,AT4G27740,4,1,protein_coding,na
AT1G15880,0.00088347384921663,GOS11,1,-1,protein_coding,na
AT3G62290,0.000882372629559391,ARFA1E,3,1,protein_coding,na
AT5G16520,0.000882292844723546,AT5G16520,5,-1,protein_coding,na
AT1G19396,0.000880807791931304,AT1G19396,1,1,protein_coding,na
AT4G19860,0.000878819577026094,AT4G19860,4,-1,protein_coding,na
AT5G26740,0.000876486980794419,AT5G26740,5,1,protein_coding,na
AT2G15910,0.000875807209562575,AT2G15910,2,-1,protein_coding,na
AT2G47600,0.0008757800543628,ATMHX,2,-1,protein_coding,na
AT3G58640,0.000874774576746621,AT3G58640,3,-1,protein_coding,na
AT1G06200,0.000874752667108832,AT1G06200,1,-1,protein_coding,na
AT3G54840,0.000871467604146611,ARA6,3,1,protein_coding,na
AT5G17550,0.0008709101015016,PEX19-2,5,-1,protein_coding,na
AT3G55140,0.000869381717879299,AT3G55140,3,1,protein_coding,na
AT3G24100,0.000868727477376358,AT3G24100,3,1,protein_coding,na
AT4G28270,0.000867695070781554,ATRMA2,4,-1,transcription_factor,C3H
AT3G62210,0.000867334001996166,EDA32,3,-1,protein_coding,na
AT3G46640,0.000866322003603271,PCL1,3,1,transcription_factor,G2-like
AT1G45050,0.000866170129569155,ATUBC2-1,1,1,protein_coding,na
AT3G60150,0.000865565598520608,AT3G60150,3,1,protein_coding,na
AT5G22555,0.000865565167002611,AT5G22555,5,1,protein_coding,na
AT5G43430,0.000865551027934202,ETFBETA,5,1,protein_coding,na
AT1G73440,0.000865382717056029,AT1G73440,1,1,protein_coding,na
AT2G17390,0.000865323706717871,AKR2B,2,1,protein_coding,na
AT4G39930,0.000865017060401062,AT4G39930,4,-1,protein_coding,na
AT5G06140,0.000864999151367545,SNX1,5,-1,protein_coding,na
AT2G27960,0.000864566718809935,CKS1,2,-1,protein_coding,na
AT2G15695,0.000864486688839697,AT2G15695,2,-1,protein_coding,na
AT5G19860,0.000863581949609148,AT5G19860,5,-1,protein_coding,na
AT1G32400,0.000861947709618432,TOM2A,1,-1,protein_coding,na
AT4G27130,0.000861208901139438,AT4G27130,4,-1,protein_coding,na
AT4G03200,0.000860225537736273,AT4G03200,4,1,protein_coding,na
AT5G08415,0.000859727492542192,AT5G08415,5,-1,protein_coding,na
AT3G51840,0.000858940115004003,ACX4,3,-1,protein_coding,na
AT1G65481,0.00085846053918645,AT1G65481,1,-1,protein_coding,na
AT3G07500,0.000856062049231074,AT3G07500,3,1,protein_coding,na
AT5G10710,0.000855605473454096,AT5G10710,5,1,protein_coding,na
AT5G03545,0.000852392563076956,AT4,5,1,protein_coding,na
AT5G03860,0.000852171640094597,MLS,5,-1,protein_coding,na
AT2G11810,0.000851145630942426,MGDC,2,1,protein_coding,na
AT3G57420,0.000850806100291101,AT3G57420,3,-1,protein_coding,na
AT4G30830,0.000850052266861159,AT4G30830,4,-1,protein_coding,na
AT4G15700,0.000849248366403986,AT4G15700,4,1,protein_coding,na
AT1G77480,0.000848805049061051,AT1G77480,1,-1,protein_coding,na
AT4G19950,0.000847860705317867,AT4G19950,4,1,protein_coding,na
AT1G70920,0.000846553088424366,ATHB18,1,1,transcription_factor,Homeobox
AT5G23670,0.000845981196017816,LCB2,5,1,protein_coding,na
AT4G10925,0.000845076423970509,AT4G10925,4,-1,protein_coding,na
AT4G26560,0.000844929776726117,CBL7,4,-1,protein_coding,na
AT5G07250,0.000842328817773972,ATRBL3,5,-1,protein_coding,na
AT5G22240,0.000841078848146551,ATOFP10,5,1,protein_coding,na
AT3G02700,0.000839749642959526,AT3G02700,3,-1,protein_coding,na
AT4G34100,0.00083914097068178,AT4G34100,4,1,protein_coding,na
AT5G18520,0.000838727952366543,AT5G18520,5,1,protein_coding,na
AT4G08330,0.000838148983929466,AT4G08330,4,-1,protein_coding,na
AT4G27470,0.000836840613062663,ATRMA3,4,1,transcription_factor,C3H
AT2G44900,0.000836749309208277,ARABIDILLO-1,2,-1,protein_coding,na
AT1G11910,0.000836587829999873,APA1,1,-1,protein_coding,na
AT4G10030,0.000836371968863528,AT4G10030,4,-1,protein_coding,na
AT3G48550,0.000836191442016113,AT3G48550,3,1,protein_coding,na
AT1G80630,0.000834847444945562,AT1G80630,1,-1,protein_coding,na
AT1G09430,0.000833955363839682,ACLA-3,1,1,protein_coding,na
AT5G17340,0.000832835320723119,AT5G17340,5,-1,protein_coding,na
AT4G15010,0.000831658289034933,AT4G15010,4,-1,protein_coding,na
AT1G05840,0.000831614185714565,AT1G05840,1,-1,protein_coding,na
