GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT4G39240,0.0017527759818238,AT4G39240,4,-1,protein_coding,na
AT1G73740,0.00174691857054845,AT1G73740,1,1,protein_coding,na
AT4G00880,0.00174196342080362,AT4G00880,4,-1,protein_coding,na
AT1G34570,0.00173884566268417,AT1G34570,1,-1,protein_coding,na
AT4G08900,0.00173350766868344,AT4G08900,4,1,protein_coding,na
AT3G20890,0.00173243113592608,AT3G20890,3,1,protein_coding,na
AT5G40810,0.00173227752383285,AT5G40810,5,1,protein_coding,na
AT1G22770,0.00172381617437828,GI,1,1,protein_coding,na
AT3G29360,0.0017203484592415,AT3G29360,3,-1,protein_coding,na
AT2G26570,0.00171813955017095,WEB1,2,1,protein_coding,na
AT1G08650,0.00171507279689282,PPCK1,1,1,protein_coding,na
AT1G51140,0.00171216217373458,AT1G51140,1,-1,transcription_factor,bHLH
AT2G44700,0.00170817965804765,AT2G44700,2,1,protein_coding,na
AT5G28020,0.00170783562760341,CYSD2,5,-1,protein_coding,na
AT1G48900,0.00170603939972127,AT1G48900,1,-1,protein_coding,na
AT1G69350,0.00170405260161816,AT1G69350,1,1,protein_coding,na
AT1G56350,0.00170330961467277,AT1G56350,1,1,protein_coding,na
AT2G38670,0.00169580870619634,PECT1,2,1,protein_coding,na
AT1G11440,0.001692122231425,AT1G11440,1,1,protein_coding,na
AT4G23790,0.0016917734292183,TBL24,4,1,protein_coding,na
AT1G72890,0.00168600370975344,AT1G72890,1,1,protein_coding,na
AT3G58760,0.00168572605231415,AT3G58760,3,1,protein_coding,na
AT2G27030,0.00168499417679118,CAM5,2,1,protein_coding,na
AT4G03635,0.00168446128372155,AT4G03635,4,1,protein_coding,na
AT1G70520,0.00168319597043721,CRK2,1,-1,protein_coding,na
AT3G60190,0.00167959254421509,ADL4,3,-1,protein_coding,na
AT3G44480,0.00167708731881356,RPP1,3,-1,protein_coding,na
AT2G22830,0.00166573413964271,SQE2,2,-1,protein_coding,na
AT5G19680,0.0016645265506754,AT5G19680,5,1,protein_coding,na
AT1G03430,0.00165742034245574,AHP5,1,1,protein_coding,na
AT1G73400,0.00165490443587534,AT1G73400,1,1,protein_coding,na
AT2G38660,0.00165242689294409,AT2G38660,2,1,protein_coding,na
AT3G61050,0.00165170481300218,NTMC2TYPE4,3,1,protein_coding,na
AT4G37680,0.00165139159346571,HHP4,4,1,protein_coding,na
AT4G35460,0.00164814258332308,ATNTRB,4,1,protein_coding,na
AT2G31290,0.00164459882468523,AT2G31290,2,1,protein_coding,na
AT1G12490,0.00163829396882057,AT1G12490,1,1,protein_coding,na
AT4G36630,0.00163632622435477,EMB2754,4,-1,protein_coding,na
AT3G13240,0.00163576008041507,AT3G13240,3,1,protein_coding,na
AT4G36150,0.00163389171956174,AT4G36150,4,1,protein_coding,na
AT2G11810,0.00163051433486794,MGDC,2,1,protein_coding,na
AT4G29490,0.00162994549201023,AT4G29490,4,1,protein_coding,na
AT2G29680,0.00162919535413253,CDC6,2,1,protein_coding,na
AT4G02405,0.00162783707800339,AT4G02405,4,-1,protein_coding,na
AT4G37760,0.00162671926989468,SQE3,4,1,protein_coding,na
AT3G60700,0.00162504588664922,AT3G60700,3,1,protein_coding,na
AT2G15970,0.00162163619208775,COR413-PM1,2,1,protein_coding,na
AT1G21080,0.00162020227181292,AT1G21080,1,-1,protein_coding,na
AT1G11090,0.00161921399891465,AT1G11090,1,1,protein_coding,na
AT4G26510,0.00161845319694134,UKL4,4,1,protein_coding,na
AT2G14580,0.00161123549351558,ATPRB1,2,-1,protein_coding,na
AT3G44160,0.00160978142225984,AT3G44160,3,-1,protein_coding,na
AT5G22950,0.00160964324359881,VPS24.1,5,1,protein_coding,na
AT1G30290,0.00160452882889819,AT1G30290,1,-1,protein_coding,na
AT2G35345,0.0016014414143037,AT2G35345,2,-1,protein_coding,na
AT3G55880,0.00159937263369515,SUE4,3,1,protein_coding,na
AT3G19470,0.00159709270760105,AT3G19470,3,1,protein_coding,na
AT3G59810,0.00159529976408853,AT3G59810,3,1,protein_coding,na
AT2G38465,0.00159505272791128,AT2G38465,2,-1,protein_coding,na
AT1G48170,0.00158312414789312,AT1G48170,1,1,protein_coding,na
AT5G03370,0.00157142016608429,AT5G03370,5,-1,protein_coding,na
AT1G71820,0.00157074764844107,SEC6,1,1,protein_coding,na
AT5G25120,0.00156450567021535,CYP71B11,5,1,protein_coding,na
AT2G05320,0.00156087346118852,AT2G05320,2,1,protein_coding,na
AT1G64280,0.00155945092569601,NPR1,1,-1,protein_coding,na
AT3G15710,0.00155900355661444,AT3G15710,3,-1,protein_coding,na
AT5G42250,0.0015577529889222,AT5G42250,5,1,protein_coding,na
AT4G34490,0.00155683447318351,ATCAP1,4,-1,protein_coding,na
AT1G69640,0.00155280693584802,SBH1,1,-1,protein_coding,na
AT1G73170,0.00154718732139867,AT1G73170,1,-1,protein_coding,na
AT1G14310,0.00154509579422669,AT1G14310,1,1,protein_coding,na
AT2G42510,0.0015443726172397,AT2G42510,2,1,protein_coding,na
AT5G08710,0.00153473162703259,AT5G08710,5,-1,protein_coding,na
AT3G47700,0.00153315466290238,MAG2,3,-1,protein_coding,na
AT1G55915,0.00152808662596246,AT1G55915,1,1,protein_coding,na
AT4G01190,0.00152119293495996,ATPIPK10,4,-1,protein_coding,na
AT4G00955,0.0015128868303805,AT4G00955,4,1,protein_coding,na
AT1G10350,0.00150152867457104,AT1G10350,1,-1,protein_coding,na
AT4G10770,0.00150151333657131,ATOPT7,4,-1,protein_coding,na
AT3G56020,0.00150105254820945,AT3G56020,3,-1,protein_coding,na
AT3G62930,0.00150083966780954,AT3G62930,3,-1,protein_coding,na
AT4G17050,0.00150016274577756,UGLYAH,4,1,protein_coding,na
AT3G16220,0.00149899468513139,AT3G16220,3,1,protein_coding,na
AT1G77140,0.00149864961519174,VPS45,1,1,protein_coding,na
AT1G56423,0.00149435594244016,AT1G56423,1,1,protein_coding,na
AT1G20400,0.00149252642268268,AT1G20400,1,-1,protein_coding,na
AT4G05450,0.00149082022527859,ATMFDX1,4,1,protein_coding,na
AT5G27420,0.00148659939711273,CNI1,5,1,protein_coding,na
AT2G15390,0.00148548764069962,FUT4,2,-1,protein_coding,na
AT2G33390,0.00148396388763358,AT2G33390,2,1,protein_coding,na
AT2G26600,0.00148139204059181,AT2G26600,2,1,protein_coding,na
