GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT2G17280,0.197698622419219,AT2G17280,2,1,protein_coding,na
AT2G04350,0.196738494353235,LACS8,2,1,protein_coding,na
AT1G13990,0.193208974732728,AT1G13990,1,1,protein_coding,na
AT2G42520,0.191240605264527,AT2G42520,2,1,protein_coding,na
AT1G07430,0.190049556750275,HAI2,1,-1,protein_coding,na
AT1G16500,0.18970431763788,AT1G16500,1,1,protein_coding,na
AT3G17180,0.178016038537133,scpl33,3,-1,protein_coding,na
AT5G42900,0.177401587706446,COR27,5,-1,protein_coding,na
AT3G50280,0.172414887300733,AT3G50280,3,1,protein_coding,na
AT3G18830,0.172061558298531,ATPLT5,3,-1,protein_coding,na
AT4G05100,0.17123279513748,AtMYB74,4,1,transcription_factor,MYB
AT3G52310,0.165125274089378,AT3G52310,3,1,protein_coding,na
AT2G30830,0.164137615698716,AT2G30830,2,-1,protein_coding,na
AT5G04160,0.156924672861902,AT5G04160,5,-1,protein_coding,na
AT5G28237,0.152073129969285,AT5G28237,5,-1,protein_coding,na
AT1G27360,0.151948661419963,SPL11,1,1,transcription_factor,SBP
AT2G36910,0.150890533057795,ATPGP1,2,1,protein_coding,na
AT1G72170,0.150720773681419,AT1G72170,1,1,protein_coding,na
AT2G37770,0.149820923128075,AT2G37770,2,1,protein_coding,na
AT5G24610,0.148723361128937,AT5G24610,5,1,protein_coding,na
AT3G29200,0.148518163178748,CM1,3,-1,protein_coding,na
AT5G16410,0.147078520663984,AT5G16410,5,-1,protein_coding,na
AT1G71100,0.14694654102912,RSW10,1,1,protein_coding,na
AT1G48330,0.146165050129098,AT1G48330,1,1,protein_coding,na
AT1G67865,0.145150223943275,AT1G67865,1,-1,protein_coding,na
AT2G35940,0.141080011563903,BLH1,2,-1,transcription_factor,Homeobox
AT2G40130,0.139814946374753,AT2G40130,2,1,protein_coding,na
AT1G47128,0.139458903203599,RD21,1,-1,protein_coding,na
AT2G47710,0.1333065045406,AT2G47710,2,-1,protein_coding,na
AT4G36760,0.133302469495889,ATAPP1,4,1,protein_coding,na
AT5G26940,0.129980153238216,AT5G26940,5,1,protein_coding,na
AT1G07390,0.128838221431041,AtRLP1,1,1,protein_coding,na
AT1G69970,0.128295897154572,CLE26,1,-1,protein_coding,na
AT2G31957,0.127352853785116,LCR75,2,1,protein_coding,na
AT1G32960,0.126868551236154,ATSBT3.3,1,1,protein_coding,na
AT4G17140,0.125635427037223,AT4G17140,4,-1,protein_coding,na
AT1G68340,0.125314153745872,AT1G68340,1,-1,protein_coding,na
AT5G13220,0.123345091535274,JAZ10,5,1,protein_coding,na
AT3G54820,0.122217692036892,PIP2D,3,1,protein_coding,na
AT2G28400,0.116754870270294,AT2G28400,2,-1,protein_coding,na
AT2G41470,0.114098942969191,AT2G41470,2,-1,protein_coding,na
AT3G05220,0.11345025944299,AT3G05220,3,1,protein_coding,na
AT2G30540,0.113128457698264,AT2G30540,2,-1,protein_coding,na
AT3G62590,0.109792341052835,AT3G62590,3,-1,protein_coding,na
AT2G22240,0.109454128279937,ATMIPS2,2,-1,protein_coding,na
AT1G32415,0.10817664074142,AT1G32415,1,1,protein_coding,na
AT1G19640,0.106217741816403,JMT,1,-1,protein_coding,na
AT1G05170,0.104278146254188,AT1G05170,1,-1,protein_coding,na
AT3G48770,0.101167591547901,AT3G48770,3,-1,protein_coding,na
AT3G45010,0.101138743464408,scpl48,3,1,protein_coding,na
AT4G18170,0.100642345004261,WRKY28,4,1,transcription_factor,WRKY
AT4G16250,0.0996503348922929,PHYD,4,-1,protein_coding,na
AT1G69270,0.0987975653846391,RPK1,1,-1,protein_coding,na
AT1G77260,0.0987963199329448,AT1G77260,1,-1,protein_coding,na
AT3G22740,0.0974489764178947,HMT3,3,-1,protein_coding,na
AT3G03910,0.0958167566131954,GDH3,3,1,protein_coding,na
AT3G26080,0.0942704492184778,AT3G26080,3,1,protein_coding,na
AT1G64380,0.0928884904194483,AT1G64380,1,-1,transcription_factor,AP2-EREBP
AT2G42860,0.0912314872642825,AT2G42860,2,1,protein_coding,na
AT2G19860,0.0906447505025418,ATHXK2,2,1,protein_coding,na
AT2G30110,0.0896405081349058,ATUBA1,2,-1,protein_coding,na
AT1G66570,0.0896378573321243,ATSUC7,1,-1,protein_coding,na
AT1G47380,0.0893236956212874,AT1G47380,1,-1,protein_coding,na
AT2G26310,0.0883633959839034,AT2G26310,2,1,protein_coding,na
AT5G39450,0.0882790038875689,AT5G39450,5,1,protein_coding,na
AT5G41620,0.0882392791542316,AT5G41620,5,1,protein_coding,na
AT3G21420,0.0878610522803238,AT3G21420,3,1,protein_coding,na
AT1G06148,0.0872447608998655,AT1G06148,1,-1,protein_coding,na
AT5G06480,0.0867992118584111,AT5G06480,5,-1,protein_coding,na
AT1G27930,0.0856338347001959,AT1G27930,1,-1,protein_coding,na
AT5G08170,0.0850848496143282,EMB1873,5,-1,protein_coding,na
AT1G62820,0.0847888152668603,AT1G62820,1,-1,protein_coding,na
AT5G13800,0.0819689022934929,PPH,5,-1,protein_coding,na
AT3G60966,0.0814235862293518,AT3G60966,3,1,protein_coding,na
AT1G55120,0.0813602836912529,FRUCT5,1,1,protein_coding,na
AT3G05290,0.0806343384553401,PNC1,3,-1,protein_coding,na
AT5G08565,0.0801100499663012,AT5G08565,5,1,protein_coding,na
AT1G54115,0.0800440547840593,ATCCX4,1,1,protein_coding,na
AT2G22430,0.0796643334025032,ATHB6,2,-1,transcription_factor,Homeobox
AT4G01026,0.0795865060846485,PYL7,4,1,protein_coding,na
AT5G01820,0.0773922090530559,ATSR1,5,-1,protein_coding,na
AT3G19790,0.0761516403983019,AT3G19790,3,-1,protein_coding,na
AT3G15730,0.0755180357438091,PLDALPHA1,3,1,protein_coding,na
AT1G22610,0.075366464750993,AT1G22610,1,1,protein_coding,na
AT1G30120,0.0750078633412083,PDH-E1BETA,1,-1,protein_coding,na
AT4G27830,0.0740914678552751,BGLU10,4,-1,protein_coding,na
AT1G20070,0.073950242922814,AT1G20070,1,-1,protein_coding,na
AT3G52820,0.0738382618362696,ATPAP22,3,-1,protein_coding,na
AT1G52565,0.073468280464862,AT1G52565,1,-1,protein_coding,na
AT1G33270,0.0731094807818163,AT1G33270,1,-1,protein_coding,na
AT1G77770,0.0719426431295199,AT1G77770,1,-1,protein_coding,na
AT1G10280,0.0717581649082291,AT1G10280,1,-1,protein_coding,na
AT1G70630,0.071737381120401,AT1G70630,1,1,protein_coding,na
AT2G19740,0.071161920152537,AT2G19740,2,1,protein_coding,na
AT4G19850,0.070436270071722,ATPP2-A2,4,1,protein_coding,na
AT4G25990,0.0683594057858515,CIL,4,-1,protein_coding,na
AT4G22220,0.068294497607485,ISU1,4,-1,protein_coding,na
AT4G09800,0.0682674484681662,RPS18C,4,1,protein_coding,na
AT2G25000,0.0670419924560917,WRKY60,2,1,transcription_factor,WRKY
AT3G10090,0.0662750538946309,AT3G10090,3,-1,protein_coding,na
AT1G19160,0.0649334911884693,AT1G19160,1,-1,protein_coding,na
AT1G64360,0.0646410575859309,AT1G64360,1,1,protein_coding,na
AT3G59820,0.0643987107301601,AT3G59820,3,-1,protein_coding,na
AT5G40640,0.063965969198459,AT5G40640,5,1,protein_coding,na
AT4G14950,0.0639029225256088,AT4G14950,4,1,protein_coding,na
AT4G24000,0.0636597500381912,ATCSLG2,4,1,protein_coding,na
AT5G41320,0.0635984295424111,AT5G41320,5,1,protein_coding,na
AT1G61420,0.063524203722373,AT1G61420,1,-1,protein_coding,na
AT1G68800,0.0631129496695327,BRC2,1,-1,transcription_factor,TCP
AT3G11510,0.0628013598381529,AT3G11510,3,-1,protein_coding,na
AT3G12360,0.0625595299933389,ITN1,3,1,protein_coding,na
AT5G23580,0.062452426683109,CDPK9,5,-1,protein_coding,na
AT1G23200,0.0617037366575222,AT1G23200,1,1,protein_coding,na
AT4G22990,0.0612164576841542,AT4G22990,4,-1,protein_coding,na
AT3G59810,0.0610193001157065,AT3G59810,3,1,protein_coding,na
AT2G23910,0.0608185999387608,AT2G23910,2,1,protein_coding,na
AT1G09500,0.0606513691300462,AT1G09500,1,1,protein_coding,na
AT5G05230,0.0602559721668763,AT5G05230,5,1,protein_coding,na
AT1G30540,0.0599638086075013,AT1G30540,1,-1,protein_coding,na
AT1G75390,0.0599282078531859,AtbZIP44,1,1,transcription_factor,bZIP
AT1G61065,0.0597150733983599,AT1G61065,1,-1,protein_coding,na
AT1G20630,0.0584908278637672,CAT1,1,1,protein_coding,na
AT3G20500,0.0581160054870983,ATPAP18,3,1,protein_coding,na
AT2G22010,0.0575736747456202,RKP,2,-1,protein_coding,na
AT1G80300,0.057118902933482,NTT1,1,1,protein_coding,na
AT4G32250,0.0566349639659881,AT4G32250,4,-1,protein_coding,na
AT4G21120,0.0551184853872856,AAT1,4,1,protein_coding,na
AT1G12050,0.0551082033326985,AT1G12050,1,1,protein_coding,na
AT1G69480,0.0550975691939812,AT1G69480,1,-1,protein_coding,na
AT1G78490,0.0550039866096539,CYP708A3,1,1,protein_coding,na
AT1G72770,0.0536093237109113,HAB1,1,1,protein_coding,na
AT1G54570,0.0533315998109282,AT1G54570,1,-1,protein_coding,na
AT3G19270,0.0528097630395113,CYP707A4,3,-1,protein_coding,na
AT1G12640,0.0526899286416111,AT1G12640,1,-1,protein_coding,na
AT3G25890,0.0517700292907432,AT3G25890,3,1,transcription_factor,AP2-EREBP
AT4G12290,0.0514252169524521,AT4G12290,4,1,protein_coding,na
AT1G01480,0.051268589164267,ACS2,1,1,protein_coding,na
AT1G30620,0.0509445120023941,HSR8,1,1,protein_coding,na
AT4G34320,0.0503333598657623,AT4G34320,4,1,protein_coding,na
AT1G13930,0.0500690205661188,AT1G13930,1,1,protein_coding,na
AT2G29470,0.0500441196902767,ATGSTU3,2,-1,protein_coding,na
AT4G15490,0.0497625139767131,UGT84A3,4,-1,protein_coding,na
AT5G26340,0.0496972479205511,MSS1,5,-1,protein_coding,na
AT3G55110,0.0496123657142591,AT3G55110,3,-1,protein_coding,na
AT1G01250,0.0494470261665729,AT1G01250,1,-1,transcription_factor,AP2-EREBP
AT4G26270,0.0492045708848525,PFK3,4,-1,protein_coding,na
AT1G54290,0.0486569493168385,AT1G54290,1,-1,protein_coding,na
AT5G08750,0.048505559658604,AT5G08750,5,1,transcription_factor,C3H
AT3G56620,0.0480903532294534,AT3G56620,3,-1,protein_coding,na
AT4G00570,0.0475233561967943,NAD-ME2,4,-1,protein_coding,na
AT1G08920,0.0466384124145228,ESL1,1,1,protein_coding,na
AT2G28680,0.0466094396395317,AT2G28680,2,-1,protein_coding,na
AT5G41600,0.0460008248061259,BTI3,5,1,protein_coding,na
AT5G40930,0.0455745261777647,TOM20-4,5,1,protein_coding,na
AT3G58000,0.0453179396046154,AT3G58000,3,1,protein_coding,na
AT4G09020,0.045089025971858,ATISA3,4,1,protein_coding,na
AT2G25730,0.0450389317771804,AT2G25730,2,-1,protein_coding,na
AT4G37430,0.0450145285831022,CYP91A2,4,1,protein_coding,na
AT1G49740,0.0447055735712266,AT1G49740,1,1,protein_coding,na
AT1G06020,0.0445709188458965,AT1G06020,1,1,protein_coding,na
AT4G35480,0.0444284656700601,RHA3B,4,-1,protein_coding,na
AT4G30520,0.043985106206734,AT4G30520,4,-1,protein_coding,na
AT5G17700,0.0437566344964129,AT5G17700,5,-1,protein_coding,na
AT1G60890,0.0437470889888816,AT1G60890,1,-1,protein_coding,na
AT3G50360,0.0435454766919888,ATCEN2,3,1,protein_coding,na
AT1G11940,0.042990825154476,AT1G11940,1,-1,protein_coding,na
AT4G30350,0.0428185216636317,AT4G30350,4,1,protein_coding,na
AT1G71015,0.0422807896156624,AT1G71015,1,-1,protein_coding,na
AT1G78580,0.042235280072117,ATTPS1,1,-1,protein_coding,na
AT2G31560,0.0421995416765506,AT2G31560,2,1,protein_coding,na
AT3G06500,0.0418816819761057,AT3G06500,3,1,protein_coding,na
AT5G42230,0.0418244516113871,scpl41,5,1,protein_coding,na
AT5G02030,0.0417982429686408,LSN,5,1,transcription_factor,Homeobox
AT5G23850,0.0416680640824865,AT5G23850,5,1,protein_coding,na
AT4G05530,0.0413997096441226,IBR1,4,1,protein_coding,na
AT1G21790,0.0410425672406882,AT1G21790,1,1,protein_coding,na
AT1G18210,0.0407063445700767,AT1G18210,1,-1,protein_coding,na
AT1G64185,0.0406893539171304,AT1G64185,1,1,protein_coding,na
AT3G13660,0.0404473377423029,AT3G13660,3,1,protein_coding,na
AT1G62540,0.0402529039251372,FMOGS-OX2,1,1,protein_coding,na
AT4G13250,0.0402073309268365,NYC1,4,-1,protein_coding,na
AT1G15690,0.0400230135954882,AVP1,1,1,protein_coding,na
AT1G66350,0.0397310821497263,RGL1,1,1,transcription_factor,GRAS
AT2G37160,0.0396364283338327,AT2G37160,2,1,protein_coding,na
AT2G17200,0.0394877485440239,DSK2,2,-1,protein_coding,na
AT1G19570,0.0389899635425078,DHAR1,1,-1,protein_coding,na
AT3G55410,0.0383098061396851,AT3G55410,3,1,protein_coding,na
AT4G33040,0.0382814367897545,AT4G33040,4,-1,protein_coding,na
AT2G14720,0.038226439803431,VSR4,2,-1,protein_coding,na
AT1G66830,0.0381600498602473,AT1G66830,1,-1,protein_coding,na
AT3G44800,0.0378865877886793,AT3G44800,3,1,protein_coding,na
AT1G14790,0.0377921944515867,RDR1,1,-1,protein_coding,na
AT1G26820,0.0377514138733484,RNS3,1,-1,protein_coding,na
AT3G20470,0.0377290441497381,GRP-5,3,-1,protein_coding,na
AT3G48230,0.0375893118573373,AT3G48230,3,1,protein_coding,na
AT1G77610,0.0375710930371996,AT1G77610,1,1,protein_coding,na
AT2G40670,0.0375126958070179,ARR16,2,1,protein_coding,na
AT3G25220,0.0374997468938864,FKBP15-1,3,1,protein_coding,na
AT4G28490,0.0372152750291293,RLK5,4,1,protein_coding,na
AT1G78610,0.0371434230149329,MSL6,1,-1,protein_coding,na
AT1G75900,0.0371250170796851,AT1G75900,1,1,protein_coding,na
AT1G70320,0.0370771209670363,UPL2,1,-1,protein_coding,na
AT3G28100,0.0366105371598783,AT3G28100,3,1,protein_coding,na
AT4G16835,0.0365414574828174,AT4G16835,4,1,protein_coding,na
AT2G18420,0.0364334072891858,AT2G18420,2,1,protein_coding,na
AT5G38710,0.036348123158706,AT5G38710,5,1,protein_coding,na
AT4G16620,0.0362988027096587,AT4G16620,4,-1,protein_coding,na
AT3G01460,0.0359914124481164,MBD9,3,1,transcription_factor,C2H2
AT2G45650,0.0359100141041103,AGL6,2,1,transcription_factor,MADS
AT1G04580,0.0358564082661206,AAO4,1,-1,protein_coding,na
AT5G10840,0.0357484746093051,AT5G10840,5,-1,protein_coding,na
AT5G01200,0.035322426943992,AT5G01200,5,1,transcription_factor,MYB-related
AT1G05100,0.0350119561409769,MAPKKK18,1,1,protein_coding,na
AT5G04200,0.0346781807953347,AtMC9,5,1,protein_coding,na
AT1G30040,0.0343011176515204,ATGA2OX2,1,1,protein_coding,na
AT4G27090,0.0341558947967575,AT4G27090,4,-1,protein_coding,na
AT1G06920,0.033348767954213,ATOFP4,1,-1,protein_coding,na
AT3G02930,0.0333344628930155,AT3G02930,3,1,protein_coding,na
AT3G17150,0.0331597427564075,AT3G17150,3,1,protein_coding,na
AT4G21650,0.0327391833300121,AT4G21650,4,-1,protein_coding,na
AT4G22920,0.0320176810977152,ATNYE1,4,-1,protein_coding,na
AT5G40570,0.0319970656008194,AT5G40570,5,1,protein_coding,na
AT1G22930,0.0319113124227843,AT1G22930,1,1,protein_coding,na
AT2G25625,0.0318086122132625,AT2G25625,2,1,protein_coding,na
AT3G14520,0.0315864948045311,AT3G14520,3,-1,protein_coding,na
AT3G01750,0.0311601945816888,AT3G01750,3,1,protein_coding,na
AT2G19880,0.0311352002199357,AT2G19880,2,1,protein_coding,na
AT3G21750,0.0311030977942499,UGT71B1,3,1,protein_coding,na
AT4G16740,0.031053276348068,ATTPS03,4,1,protein_coding,na
AT5G10300,0.031047393054027,ATMES5,5,1,protein_coding,na
AT1G64620,0.0309960385906891,AT1G64620,1,1,transcription_factor,C2C2-Dof
AT1G68765,0.0309451692455759,IDA,1,-1,protein_coding,na
AT3G12800,0.030813841991499,SDRB,3,-1,protein_coding,na
AT1G56070,0.0307795908365247,LOS1,1,-1,protein_coding,na
AT1G57750,0.0307677936938991,MAH1,1,-1,protein_coding,na
AT1G11080,0.0307536205805395,scpl31,1,-1,protein_coding,na
AT1G48090,0.0306598200020002,AT1G48090,1,-1,protein_coding,na
AT1G76580,0.0305532613400977,AT1G76580,1,1,transcription_factor,SBP
AT1G20680,0.0305527553725012,AT1G20680,1,1,protein_coding,na
AT1G77010,0.0305097907862948,AT1G77010,1,1,protein_coding,na
AT5G11730,0.0304598552826965,AT5G11730,5,1,protein_coding,na
AT2G20480,0.0303644787871316,AT2G20480,2,-1,protein_coding,na
AT3G21550,0.0303311755637416,DMP2,3,-1,protein_coding,na
AT3G59570,0.0302191215255533,AT3G59570,3,-1,protein_coding,na
AT4G30090,0.0300499640790404,AT4G30090,4,-1,protein_coding,na
AT1G22160,0.0296588714227812,AT1G22160,1,1,protein_coding,na
AT1G12180,0.0293192497922962,AT1G12180,1,1,protein_coding,na
AT2G38730,0.0293163823486487,AT2G38730,2,-1,protein_coding,na
AT3G06170,0.029279701117277,AT3G06170,3,1,protein_coding,na
AT3G14950,0.0292712604455132,TTL2,3,-1,protein_coding,na
AT1G08440,0.0292639203823936,AT1G08440,1,1,protein_coding,na
AT1G64107,0.0291543264623937,AT1G64107,1,-1,protein_coding,na
AT4G00900,0.0291275178191341,ECA2,4,-1,protein_coding,na
AT1G26730,0.0290110101959915,AT1G26730,1,1,protein_coding,na
AT5G25390,0.0288062840481748,SHN2,5,1,transcription_factor,AP2-EREBP
AT4G24120,0.0287723694914957,YSL1,4,1,protein_coding,na
AT4G24450,0.0287076705566954,GWD3,4,1,protein_coding,na
AT1G80510,0.0286660666361102,AT1G80510,1,1,protein_coding,na
AT4G32940,0.0285738023963607,GAMMA-VPE,4,-1,protein_coding,na
AT2G18950,0.0284626522325457,HPT1,2,1,protein_coding,na
AT4G16730,0.0283660299436256,TPS02,4,1,protein_coding,na
AT1G44960,0.0282993438786194,AT1G44960,1,1,protein_coding,na
AT1G31550,0.0282651141672905,AT1G31550,1,-1,protein_coding,na
AT1G12710,0.0282504879922002,AtPP2-A12,1,-1,protein_coding,na
AT3G45060,0.0282474524723671,ATNRT2.6,3,-1,protein_coding,na
AT3G02160,0.0282413576796891,AT3G02160,3,1,protein_coding,na
AT1G29240,0.0281985229500783,AT1G29240,1,-1,protein_coding,na
AT3G59850,0.0281652229721817,AT3G59850,3,-1,protein_coding,na
AT4G04460,0.028030706819934,AT4G04460,4,1,protein_coding,na
AT3G26782,0.0279218327218546,AT3G26782,3,1,protein_coding,na
AT1G03170,0.0278535224842914,AT1G03170,1,1,protein_coding,na
AT5G14700,0.0276315258458465,AT5G14700,5,-1,protein_coding,na
AT2G16510,0.0274161014767328,AT2G16510,2,-1,protein_coding,na
AT4G18425,0.0273933374719644,AT4G18425,4,-1,protein_coding,na
AT2G46030,0.027314769524922,UBC6,2,-1,protein_coding,na
AT2G03505,0.0271884498794177,AT2G03505,2,1,protein_coding,na
AT3G10370,0.0268868429768228,SDP6,3,1,protein_coding,na
AT1G21470,0.0268213462550927,AT1G21470,1,-1,protein_coding,na
AT3G23325,0.0267658883174465,AT3G23325,3,1,protein_coding,na
AT5G37680,0.0266370167346318,ATARLA1A,5,-1,protein_coding,na
AT3G03720,0.026615923222263,CAT4,3,-1,protein_coding,na
AT5G08380,0.026503901943052,AtAGAL1,5,-1,protein_coding,na
