GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT3G03840,0.0796976950143734,AT3G03840,3,1,protein_coding,na
AT4G02850,0.0770717728407548,AT4G02850,4,-1,protein_coding,na
AT3G26960,0.074523923770593,AT3G26960,3,-1,protein_coding,na
AT4G12980,0.0713187759952533,AT4G12980,4,-1,protein_coding,na
AT5G18050,0.0704306179538357,AT5G18050,5,-1,protein_coding,na
AT5G24820,0.06473421313606,AT5G24820,5,1,protein_coding,na
AT3G53830,0.0513432810391838,AT3G53830,3,1,protein_coding,na
AT5G18080,0.0512487007755389,AT5G18080,5,1,protein_coding,na
AT4G03505,0.0500792560932771,AT4G03505,4,-1,protein_coding,na
AT4G10150,0.0497448138060646,AT4G10150,4,1,transcription_factor,C3H
AT1G18830,0.0440533450965242,AT1G18830,1,1,protein_coding,na
AT2G33280,0.041123675563879,AT2G33280,2,1,protein_coding,na
AT3G61900,0.039307327737583,AT3G61900,3,1,protein_coding,na
AT3G28590,0.039214343323655,AT3G28590,3,1,protein_coding,na
AT1G33340,0.0389900447851078,AT1G33340,1,1,protein_coding,na
AT5G08030,0.0385656347557288,AT5G08030,5,-1,protein_coding,na
AT3G50450,0.0377542930271868,HR1,3,1,protein_coding,na
AT3G47500,0.037188537875179,CDF3,3,-1,transcription_factor,C2C2-Dof
AT3G03830,0.0370226991580803,AT3G03830,3,-1,protein_coding,na
AT1G01190,0.0350817005474779,CYP78A8,1,-1,protein_coding,na
AT1G02350,0.0343527052907236,AT1G02350,1,1,protein_coding,na
AT3G06545,0.0343377379414397,AT3G06545,3,1,protein_coding,na
AT1G45201,0.0333114032163605,ATTLL1,1,1,protein_coding,na
AT4G16880,0.0332993853612571,AT4G16880,4,-1,protein_coding,na
AT4G34760,0.0328273117751676,AT4G34760,4,-1,protein_coding,na
AT3G14760,0.0317200111278426,AT3G14760,3,1,protein_coding,na
AT5G37250,0.0312095820853838,AT5G37250,5,1,protein_coding,na
AT5G39860,0.0311371385843092,PRE1,5,1,transcription_factor,bHLH
AT3G44900,0.0311367630450004,ATCHX4,3,1,protein_coding,na
AT3G21800,0.0307909449096473,UGT71B8,3,-1,protein_coding,na
AT2G40610,0.030200550861481,ATEXPA8,2,-1,protein_coding,na
AT1G18360,0.029495941634797,AT1G18360,1,-1,protein_coding,na
AT1G74890,0.0292842919323508,ARR15,1,-1,protein_coding,na
AT1G64850,0.0285047752452858,AT1G64850,1,-1,protein_coding,na
AT4G14080,0.0245944572088845,MEE48,4,-1,protein_coding,na
AT3G44805,0.0228915437267802,AT3G44805,3,1,protein_coding,na
AT3G12320,0.0216294752348212,AT3G12320,3,1,protein_coding,na
AT5G43240,0.0215499942972068,AT5G43240,5,-1,protein_coding,na
AT2G28720,0.0213152020215954,AT2G28720,2,1,protein_coding,na
AT3G03820,0.0205883986017786,AT3G03820,3,-1,protein_coding,na
AT2G23000,0.0182859751441603,scpl10,2,1,protein_coding,na
AT4G29120,0.0173391585974789,AT4G29120,4,1,protein_coding,na
AT4G13575,0.0162339811441399,AT4G13575,4,-1,protein_coding,na
AT4G04840,0.0156239116378947,ATMSRB6,4,1,protein_coding,na
AT3G46370,0.0145170507055289,AT3G46370,3,1,protein_coding,na
AT2G17972,0.0143375554707524,AT2G17972,2,1,protein_coding,na
AT3G03190,0.0135147971807969,ATGSTF11,3,1,protein_coding,na
AT1G09180,0.0132721778338798,ATSAR1,1,1,protein_coding,na
AT1G29450,0.0132382880677777,AT1G29450,1,-1,protein_coding,na
AT1G73390,0.0130908293568495,AT1G73390,1,-1,protein_coding,na
AT5G39230,0.0130347875215502,AT5G39230,5,1,protein_coding,na
AT4G21215,0.0129191952645144,AT4G21215,4,-1,protein_coding,na
AT2G37720,0.0127097062036452,TBL15,2,1,protein_coding,na
AT1G14100,0.0127064562540128,FUT8,1,1,protein_coding,na
AT2G35345,0.0124928063075139,AT2G35345,2,-1,protein_coding,na
AT4G00280,0.0118878000336779,AT4G00280,4,-1,protein_coding,na
AT5G02180,0.011881620241062,AT5G02180,5,1,protein_coding,na
AT3G08750,0.0115736731533947,AT3G08750,3,-1,protein_coding,na
AT1G78370,0.011530059031361,ATGSTU20,1,-1,protein_coding,na
AT1G62940,0.0115040373730542,ACOS5,1,1,protein_coding,na
AT5G10250,0.011458098719825,DOT3,5,-1,protein_coding,na
AT3G26630,0.0113073724684127,AT3G26630,3,-1,protein_coding,na
AT4G38860,0.0113051618055206,AT4G38860,4,1,protein_coding,na
AT3G53210,0.0109944860543596,AT3G53210,3,1,protein_coding,na
AT4G30993,0.0108100929385264,AT4G30993,4,1,protein_coding,na
AT3G26290,0.0107707604214886,CYP71B26,3,-1,protein_coding,na
AT4G38840,0.0106211835781623,AT4G38840,4,-1,protein_coding,na
AT3G57160,0.0105573491577195,AT3G57160,3,-1,protein_coding,na
AT1G53690,0.010289801781077,AT1G53690,1,-1,protein_coding,na
AT1G48990,0.0101822580624593,AT1G48990,1,1,protein_coding,na
AT2G24692,0.0100098646092695,AT2G24692,2,1,protein_coding,na
AT3G06870,0.00959798565613598,AT3G06870,3,-1,protein_coding,na
AT3G26742,0.00934843055579421,AT3G26742,3,1,protein_coding,na
AT2G07280,0.00924499656452507,AT2G07280,2,1,protein_coding,na
AT3G02040,0.00917952822775647,SRG3,3,-1,protein_coding,na
AT3G55780,0.00912716326578374,AT3G55780,3,1,protein_coding,na
AT2G22820,0.00889533509606032,AT2G22820,2,-1,protein_coding,na
AT3G21950,0.00887063276061548,AT3G21950,3,1,protein_coding,na
AT4G16750,0.00875776615380637,AT4G16750,4,-1,transcription_factor,AP2-EREBP
AT4G29905,0.00875250959672615,AT4G29905,4,-1,protein_coding,na
AT1G66170,0.00864553278353408,MMD1,1,-1,protein_coding,na
AT5G20790,0.00850444723346217,AT5G20790,5,-1,protein_coding,na
AT3G62930,0.00825391549229412,AT3G62930,3,-1,protein_coding,na
AT2G20250,0.00802123533424183,AT2G20250,2,-1,protein_coding,na
AT1G72645,0.00787042164711391,AT1G72645,1,1,protein_coding,na
AT1G67790,0.00784393628178046,AT1G67790,1,-1,protein_coding,na
AT2G46690,0.00753437327603695,AT2G46690,2,1,protein_coding,na
AT5G11412,0.00751587942885083,AT5G11412,5,-1,protein_coding,na
AT3G06868,0.00751411552148062,AT3G06868,3,1,protein_coding,na
AT4G20220,0.0074965095157674,AT4G20220,4,1,protein_coding,na
AT3G23440,0.00747188242326925,EDA6,3,-1,protein_coding,na
AT2G41310,0.00733651936062017,ATRR3,2,1,protein_coding,na
AT1G62560,0.00729108436864233,FMOGS-OX3,1,1,protein_coding,na
AT4G14230,0.00725252676164901,AT4G14230,4,-1,protein_coding,na
AT3G27820,0.00706197023177132,ATMDAR4,3,1,protein_coding,na
AT1G55240,0.00694185322299346,AT1G55240,1,1,protein_coding,na
AT3G14880,0.00688390353816965,AT3G14880,3,1,protein_coding,na
AT5G27910,0.0068667719522509,NF-YC8,5,-1,transcription_factor,CCAAT-HAP5
AT1G66050,0.00677673537824161,VIM2,1,1,protein_coding,na
AT2G23096,0.00663817933924523,AT2G23096,2,-1,protein_coding,na
AT5G43500,0.00662013171591998,ATARP9,5,1,protein_coding,na
AT1G03390,0.00647687230506366,AT1G03390,1,-1,protein_coding,na
AT3G46880,0.00630072111632662,AT3G46880,3,1,protein_coding,na
AT2G16190,0.00623247636174102,AT2G16190,2,-1,protein_coding,na
AT1G63080,0.00608152572676027,AT1G63080,1,-1,protein_coding,na
AT1G58520,0.00605341309407951,RXW8,1,1,protein_coding,na
AT2G22980,0.00598519696833129,SCPL13,2,1,protein_coding,na
AT1G61640,0.00580531291728865,AT1G61640,1,-1,protein_coding,na
AT3G27750,0.00580166590225052,AT3G27750,3,1,protein_coding,na
AT5G16940,0.00567438699997839,AT5G16940,5,-1,protein_coding,na
AT3G46290,0.00563585452217905,HERK1,3,1,protein_coding,na
AT1G52690,0.00559446450175183,AT1G52690,1,1,protein_coding,na
AT2G25565,0.00558722456069193,AT2G25565,2,-1,protein_coding,na
AT3G07800,0.00557612190016768,AT3G07800,3,-1,protein_coding,na
AT1G66110,0.0055404961521715,AT1G66110,1,-1,protein_coding,na
AT1G68490,0.00553448868157504,AT1G68490,1,1,protein_coding,na
AT5G10530,0.0055263317837557,AT5G10530,5,-1,protein_coding,na
AT1G80865,0.00552242530962915,AT1G80865,1,1,protein_coding,na
AT1G18590,0.00550430903973062,SOT17,1,1,protein_coding,na
AT1G22750,0.00533394332224338,AT1G22750,1,1,protein_coding,na
AT3G26180,0.0053316401903173,CYP71B20,3,-1,protein_coding,na
AT2G29170,0.00522180756161791,AT2G29170,2,-1,protein_coding,na
AT1G65320,0.00515789573353206,AT1G65320,1,-1,protein_coding,na
AT2G14750,0.00507147842587355,APK,2,1,protein_coding,na
AT2G04038,0.00504740572784124,AtbZIP48,2,1,transcription_factor,bZIP
AT4G10160,0.00492497522160519,AT4G10160,4,1,transcription_factor,C3H
AT3G04140,0.00491072894329321,AT3G04140,3,1,protein_coding,na
AT1G80390,0.00491035147229135,IAA15,1,-1,protein_coding,na
AT3G07250,0.00488819609143703,AT3G07250,3,-1,protein_coding,na
AT4G33630,0.0047356364197565,EX1,4,1,protein_coding,na
AT3G63052,0.00471300183713406,AT3G63052,3,-1,protein_coding,na
AT3G27690,0.0047073681719116,LHCB2.4,3,1,protein_coding,na
AT5G41450,0.00470508093948579,AT5G41450,5,-1,transcription_factor,C3H
AT1G74090,0.00465851152312125,SOT18,1,1,protein_coding,na
AT4G01280,0.00460088321865006,AT4G01280,4,1,transcription_factor,MYB-related
AT5G06043,0.00458663271994818,AT5G06043,5,-1,protein_coding,na
AT3G62990,0.0045563677505909,AT3G62990,3,1,protein_coding,na
AT1G60920,0.00454350296892217,AGL55,1,-1,transcription_factor,MADS
AT5G18760,0.00452269177322028,AT5G18760,5,-1,protein_coding,na
AT3G58990,0.00451152336667037,IPMI1,3,-1,protein_coding,na
AT1G70030,0.00444869856396533,AT1G70030,1,1,protein_coding,na
AT5G40800,0.00443173201922406,AT5G40800,5,-1,protein_coding,na
AT1G48040,0.00440956388584638,AT1G48040,1,-1,protein_coding,na
AT3G14770,0.00437812142001846,SWEET2,3,-1,protein_coding,na
AT4G12920,0.0043689067776077,AT4G12920,4,1,protein_coding,na
AT2G44940,0.00431078110799065,AT2G44940,2,1,transcription_factor,AP2-EREBP
AT1G07500,0.00430823442004341,AT1G07500,1,-1,protein_coding,na
AT3G02870,0.00423708733051646,VTC4,3,-1,protein_coding,na
AT4G13195,0.00410360036388388,CLE44,4,-1,protein_coding,na
AT2G38150,0.00405806841627882,AT2G38150,2,-1,protein_coding,na
AT5G43840,0.00401707459380239,AT-HSFA6A,5,-1,transcription_factor,HSF
AT5G03230,0.00398944426434997,AT5G03230,5,1,protein_coding,na
AT4G35295,0.00396153851012782,AT4G35295,4,1,protein_coding,na
AT2G46650,0.0039092548508759,B5#1,2,1,protein_coding,na
AT3G21370,0.0038967837756162,BGLU19,3,-1,protein_coding,na
AT4G02465,0.00385765636541625,AT4G02465,4,1,protein_coding,na
AT4G02970,0.0038504679428212,AT7SL-1,4,1,protein_coding,na
AT3G48790,0.00382186841911339,AT3G48790,3,1,protein_coding,na
AT4G38850,0.00381528427036205,SAUR_AC1,4,1,protein_coding,na
AT1G18790,0.00380573207336366,AT1G18790,1,-1,transcription_factor,AtRKD
AT2G20921,0.00377905312951047,AT2G20921,2,-1,protein_coding,na
AT3G47580,0.00376467945752023,AT3G47580,3,1,protein_coding,na
AT3G21460,0.00375820269315747,AT3G21460,3,-1,protein_coding,na
AT2G19900,0.00374037719776811,ATNADP-ME1,2,-1,protein_coding,na
AT4G34170,0.00373464641164851,AT4G34170,4,1,protein_coding,na
AT1G65590,0.00366642741952804,HEXO3,1,1,protein_coding,na
AT2G31930,0.00366330660928936,AT2G31930,2,1,protein_coding,na
AT5G32470,0.00366168432648344,AT5G32470,5,-1,protein_coding,na
AT4G05631,0.00364676527917477,AT4G05631,4,-1,protein_coding,na
AT1G02590,0.00360118264388902,AT1G02590,1,-1,protein_coding,na
AT2G45660,0.0035526652048671,AGL20,2,-1,transcription_factor,MADS
AT3G03240,0.00354623598569522,AT3G03240,3,-1,protein_coding,na
AT2G43450,0.00346528481666385,AT2G43450,2,-1,protein_coding,na
AT4G33870,0.00342370203448147,AT4G33870,4,-1,protein_coding,na
AT5G25240,0.0034202136158145,AT5G25240,5,-1,protein_coding,na
AT3G01030,0.00337196651037127,AT3G01030,3,1,transcription_factor,C2H2
AT4G34060,0.00332544586481842,DML3,4,1,protein_coding,na
AT4G34080,0.0032987738730972,AT4G34080,4,1,protein_coding,na
AT4G12900,0.00329837093381406,AT4G12900,4,1,protein_coding,na
AT2G21980,0.00329752032437449,AT2G21980,2,-1,protein_coding,na
AT4G36105,0.00327861112278952,AT4G36105,4,1,protein_coding,na
AT4G13800,0.0032719650858537,AT4G13800,4,-1,protein_coding,na
AT5G27360,0.00326356345834426,SFP2,5,1,protein_coding,na
AT3G21270,0.00322961735316318,ADOF2,3,1,transcription_factor,C2C2-Dof
AT5G40500,0.0032189492447956,AT5G40500,5,1,protein_coding,na
AT1G26920,0.00321185731136484,AT1G26920,1,1,protein_coding,na
AT3G06280,0.00314615380725901,AT3G06280,3,-1,protein_coding,na
AT4G00651,0.00310966962030871,AT4G00651,4,-1,protein_coding,na
AT1G45163,0.00310487613343934,AT1G45163,1,-1,protein_coding,na
AT2G22990,0.00309772244548047,SNG1,2,1,protein_coding,na
AT2G25450,0.00309685104377261,AT2G25450,2,-1,protein_coding,na
AT1G65420,0.00308055520251828,NPQ7,1,-1,protein_coding,na
AT5G26890,0.00305025474109699,AT5G26890,5,1,protein_coding,na
AT5G25140,0.00303448988995665,CYP71B13,5,1,protein_coding,na
AT5G11425,0.00303068507946191,AT5G11425,5,-1,protein_coding,na
AT5G10880,0.00302548831303871,AT5G10880,5,1,protein_coding,na
AT4G32280,0.00300155732706385,IAA29,4,1,protein_coding,na
AT1G06137,0.00297423587600454,AT1G06137,1,-1,protein_coding,na
AT3G18291,0.00295398140139531,AT3G18291,3,-1,protein_coding,na
AT2G24285,0.0029322817795493,AT2G24285,2,-1,protein_coding,na
AT5G36910,0.00292831037586285,THI2.2,5,-1,protein_coding,na
AT5G43550,0.00291950305140375,AT5G43550,5,1,protein_coding,na
AT2G29220,0.00291518986765802,AT2G29220,2,-1,protein_coding,na
AT4G33625,0.00290680080035697,AT4G33625,4,-1,protein_coding,na
AT4G15920,0.00290414788934389,SWEET17,4,-1,protein_coding,na
AT1G51055,0.00284247029844923,AT1G51055,1,-1,protein_coding,na
AT5G38940,0.00283032823706737,AT5G38940,5,1,protein_coding,na
AT2G32880,0.00282477736027225,AT2G32880,2,-1,protein_coding,na
AT2G38460,0.00281777664124586,ATIREG1,2,1,protein_coding,na
AT1G59930,0.00279649158476555,AT1G59930,1,-1,protein_coding,na
AT2G07738,0.00278229992454932,AT2G07738,2,-1,protein_coding,na
AT4G27840,0.00276610820682108,AT4G27840,4,-1,protein_coding,na
AT1G22290,0.00276587422649951,AT1G22290,1,-1,protein_coding,na
AT4G30940,0.00276357897165564,AT4G30940,4,1,protein_coding,na
AT1G67080,0.00275435159195445,ABA4,1,-1,protein_coding,na
AT2G29650,0.00275355964688661,ANTR1,2,-1,protein_coding,na
AT3G25550,0.00273850830045657,AT3G25550,3,1,protein_coding,na
AT1G66870,0.00272190232397916,AT1G66870,1,-1,protein_coding,na
AT3G58390,0.00270153845968465,AT3G58390,3,-1,protein_coding,na
AT4G15710,0.00269655567120884,AT4G15710,4,1,protein_coding,na
AT4G15680,0.00269632049826376,AT4G15680,4,1,protein_coding,na
AT5G28910,0.00268024803446655,AT5G28910,5,-1,protein_coding,na
AT1G56270,0.00266387688298311,AT1G56270,1,-1,protein_coding,na
AT1G70420,0.00265126773979222,AT1G70420,1,-1,protein_coding,na
AT2G07827,0.00263350631221193,AT2G07827,2,1,protein_coding,na
AT3G24535,0.00263253519135531,AT3G24535,3,1,protein_coding,na
AT1G18460,0.00262220218218477,AT1G18460,1,1,protein_coding,na
AT2G43920,0.00259968500757793,HOL2,2,-1,protein_coding,na
AT3G47180,0.00259678502496531,AT3G47180,3,-1,protein_coding,na
AT5G37950,0.00256156267563847,AT5G37950,5,1,protein_coding,na
AT1G69160,0.00254238019221616,AT1G69160,1,1,protein_coding,na
AT1G65990,0.00251673805351992,AT1G65990,1,-1,protein_coding,na
AT1G71250,0.0024808328035249,AT1G71250,1,1,protein_coding,na
AT3G16160,0.00243561856545097,AT3G16160,3,-1,transcription_factor,CPP
AT5G10340,0.00242636429663632,AT5G10340,5,1,protein_coding,na
AT5G07800,0.00240629707391245,AT5G07800,5,-1,protein_coding,na
AT3G52350,0.00240626173699162,AT3G52350,3,-1,protein_coding,na
AT1G50160,0.00239673581732647,AT1G50160,1,1,protein_coding,na
AT1G78290,0.00238272536931011,AT1G78290,1,-1,protein_coding,na
AT4G30230,0.00236335548945389,AT4G30230,4,1,protein_coding,na
AT4G18500,0.00233946339559178,AT4G18500,4,-1,protein_coding,na
AT2G41190,0.00233517811649178,AT2G41190,2,-1,protein_coding,na
AT2G20080,0.0023258144670186,AT2G20080,2,-1,protein_coding,na
AT1G75790,0.0023091346794122,sks18,1,-1,protein_coding,na
AT4G04630,0.0023051589957789,AT4G04630,4,-1,protein_coding,na
AT4G34780,0.0023025455627265,AT4G34780,4,-1,protein_coding,na
AT1G49700,0.00229910634623927,AT1G49700,1,-1,protein_coding,na
AT4G28780,0.00229843895839986,AT4G28780,4,1,protein_coding,na
AT1G55670,0.00229501159999717,PSAG,1,-1,protein_coding,na
AT2G11270,0.00227232541825048,AT2G11270,2,1,protein_coding,na
AT1G33930,0.0022500197950149,AT1G33930,1,1,protein_coding,na
AT1G66610,0.00221557382995319,AT1G66610,1,-1,protein_coding,na
AT4G17860,0.00217781481055073,AT4G17860,4,-1,protein_coding,na
AT1G26761,0.00215996577669074,AT1G26761,1,-1,protein_coding,na
AT3G42155,0.00215148946967523,AT3G42155,3,-1,protein_coding,na
AT4G11211,0.00214841535022766,AT4G11211,4,1,protein_coding,na
AT2G02835,0.00214791117649137,AT2G02835,2,-1,protein_coding,na
AT1G24250,0.00214212137697759,AT1G24250,1,-1,protein_coding,na
AT1G19490,0.00213956471662878,AT1G19490,1,-1,transcription_factor,bZIP
AT2G21320,0.00213239354177283,AT2G21320,2,1,transcription_factor,C2C2-CO-like
AT5G25120,0.00212814560524756,CYP71B11,5,1,protein_coding,na
AT1G52340,0.00212728909998123,ABA2,1,-1,protein_coding,na
AT3G28925,0.002124079067088,AT3G28925,3,1,protein_coding,na
AT2G29830,0.00211275347442448,AT2G29830,2,-1,protein_coding,na
AT3G12545,0.00211231778589255,AT3G12545,3,-1,protein_coding,na
AT2G47770,0.0021117582514979,ATTSPO,2,1,protein_coding,na
AT1G21245,0.00209923868648986,AT1G21245,1,1,protein_coding,na
AT1G80990,0.00209474188868545,AT1G80990,1,1,protein_coding,na
AT3G54600,0.00209325104408491,AT3G54600,3,1,protein_coding,na
AT4G29548,0.00209302267907347,AT4G29548,4,-1,protein_coding,na
AT1G63590,0.00204609754066704,AT1G63590,1,1,protein_coding,na
AT5G16460,0.0020458679769071,AT5G16460,5,-1,protein_coding,na
AT5G16030,0.0020221466193399,AT5G16030,5,1,protein_coding,na
AT3G26190,0.00201143199308299,CYP71B21,3,-1,protein_coding,na
AT2G37810,0.0019882964765508,AT2G37810,2,-1,protein_coding,na
AT5G14920,0.00198553107580665,AT5G14920,5,1,protein_coding,na
AT2G02300,0.00198031211806808,AtPP2-B5,2,-1,protein_coding,na
AT3G61510,0.00197911165084286,ACS1,3,-1,protein_coding,na
AT1G17240,0.00197507290972462,AtRLP2,1,-1,protein_coding,na
AT4G01915,0.00197117223360068,AT4G01915,4,1,protein_coding,na
AT1G61160,0.00196978200828285,AT1G61160,1,-1,protein_coding,na
AT1G29430,0.00196603257536173,AT1G29430,1,-1,protein_coding,na
AT2G39520,0.00196337903860247,AT2G39520,2,1,protein_coding,na
AT4G08390,0.00195723017446181,SAPX,4,1,protein_coding,na
AT1G67460,0.00195398058078636,AT1G67460,1,-1,protein_coding,na
AT5G06760,0.00195070328500708,LEA4-5,5,-1,protein_coding,na
AT4G25290,0.00194718277826039,AT4G25290,4,-1,protein_coding,na
AT1G44446,0.0019454329471869,CH1,1,-1,protein_coding,na
AT5G38850,0.00193869740766714,AT5G38850,5,1,protein_coding,na
AT1G16410,0.00189979647033808,CYP79F1,1,1,protein_coding,na
AT1G55175,0.00189902336800718,AT1G55175,1,1,protein_coding,na
AT2G29360,0.00189853558599815,AT2G29360,2,1,protein_coding,na
AT1G74670,0.00189754063591574,AT1G74670,1,1,protein_coding,na
AT2G39880,0.00189720507743532,MYB25,2,-1,transcription_factor,MYB
AT3G16020,0.00188009829112308,AT3G16020,3,1,protein_coding,na
AT3G61390,0.00186398931854558,AT3G61390,3,1,protein_coding,na
AT3G57900,0.00182637183339392,AT3G57900,3,-1,protein_coding,na
AT3G57062,0.00182545898217642,AT3G57062,3,1,protein_coding,na
AT5G37240,0.00181702092097181,AT5G37240,5,-1,protein_coding,na
AT3G21200,0.00180976098806853,PGR7,3,1,protein_coding,na
AT1G48820,0.0017984413430112,AT1G48820,1,1,protein_coding,na
AT1G10330,0.00179563525235974,AT1G10330,1,1,protein_coding,na
AT2G07715,0.00179483961178894,AT2G07715,2,1,protein_coding,na
AT1G18440,0.00179191201344982,AT1G18440,1,1,protein_coding,na
AT3G45210,0.00178508613022859,AT3G45210,3,-1,protein_coding,na
AT3G18060,0.00176688483358762,AT3G18060,3,1,protein_coding,na
AT2G23755,0.00175794879028617,AT2G23755,2,-1,protein_coding,na
AT2G31141,0.00174535987649966,AT2G31141,2,-1,protein_coding,na
AT2G18938,0.00174242490259119,AT2G18938,2,1,protein_coding,na
AT3G28190,0.00174229766340815,AT3G28190,3,1,protein_coding,na
AT5G38060,0.00174044548406246,AT5G38060,5,1,protein_coding,na
AT2G22810,0.00173266614413338,ACS4,2,-1,protein_coding,na
AT3G01060,0.00172966760184182,AT3G01060,3,-1,protein_coding,na
AT3G50980,0.00172903038907218,XERO1,3,1,protein_coding,na
AT5G02690,0.00172649331658654,AT5G02690,5,1,protein_coding,na
AT4G10770,0.00172129750420137,ATOPT7,4,-1,protein_coding,na
AT3G56330,0.00169501125857052,AT3G56330,3,1,protein_coding,na
AT4G11170,0.00169050152884168,AT4G11170,4,1,protein_coding,na
AT3G24580,0.00168778873828296,AT3G24580,3,1,protein_coding,na
AT4G06536,0.00168629806780161,AT4G06536,4,1,protein_coding,na
AT4G36630,0.0016859195652957,EMB2754,4,-1,protein_coding,na
AT3G03370,0.00166836118891148,AT3G03370,3,-1,protein_coding,na
AT1G28610,0.00166684519733817,AT1G28610,1,-1,protein_coding,na
AT4G29980,0.0016629626413278,AT4G29980,4,-1,protein_coding,na
AT3G06560,0.00166048307701297,PAPS3,3,1,protein_coding,na
AT1G17545,0.00165683959068501,AT1G17545,1,1,protein_coding,na
AT1G21590,0.00165054925830708,AT1G21590,1,-1,protein_coding,na
AT1G74350,0.00164087615399915,AT1G74350,1,-1,protein_coding,na
AT3G11900,0.00163926768871041,ANT1,3,1,protein_coding,na
AT2G07140,0.00161714079131376,AT2G07140,2,1,protein_coding,na
AT2G17820,0.00161400077968349,ATHK1,2,-1,protein_coding,na
AT3G28130,0.00161179063636828,AT3G28130,3,1,protein_coding,na
AT1G71340,0.00161102507088452,AT1G71340,1,-1,protein_coding,na
AT5G42040,0.00161090909236811,RPN12b,5,-1,protein_coding,na
AT1G52230,0.00160933381589999,PSAH2,1,1,protein_coding,na
AT1G60270,0.00160832066971637,BGLU6,1,-1,protein_coding,na
AT3G03850,0.00160830601936754,AT3G03850,3,1,protein_coding,na
AT2G40435,0.00160687393009821,AT2G40435,2,1,protein_coding,na
AT1G73440,0.00160631685896482,AT1G73440,1,1,protein_coding,na
AT4G37390,0.00159522968855669,YDK1,4,1,protein_coding,na
AT5G07690,0.00158503040013546,MYB29,5,1,transcription_factor,MYB
AT3G54460,0.00157705410066897,AT3G54460,3,-1,protein_coding,na
AT4G38825,0.00157695418008039,AT4G38825,4,1,protein_coding,na
AT5G04700,0.00157605713974244,AT5G04700,5,-1,protein_coding,na
AT3G09085,0.00157071477296144,AT3G09085,3,1,protein_coding,na
AT1G03310,0.00157066053168791,ATISA2,1,1,protein_coding,na
